conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
2046410568433549767,Tue Apr 21 02:07:54 +0000 2026,0,breaking news the sky is blue,2046410568433549767,,,en,,0,0,0,https://x.com/undefined/status/2046410568433549767,1412184494334005248,
2046410565791158354,Tue Apr 21 02:07:54 +0000 2026,0,Been using the New X Android beta for a while now it s right there in the side menu with the blue Beta tag. Compared to the original app it feels smoother and the interface is cleaner with some simple changes. It still has a few flaws since it s only a beta but personally I https://t.co/BXtAILZDTp,2046410565791158354,https://pbs.twimg.com/media/HGZPj9IbYAAJ6mG.jpg,,en,,0,0,0,https://x.com/undefined/status/2046410565791158354,1483051263235403782,
2046410558996357394,Tue Apr 21 02:07:52 +0000 2026,0,I'd like to see UK go old school and load up with some walk-ons who just do it for the love of the game. Don't need no GM. Nehemiah Braddy didn't want NIL. Gettlefinger? Got a ring. Dusty Mills? Tough kid. They play for the Big Blue. That's what we need. https://t.co/1CvZ7bSHyW,2046410558996357394,https://pbs.twimg.com/media/HGZO7-1bYAAAcSo.jpg,,en,,0,0,0,https://x.com/undefined/status/2046410558996357394,944415132230307840,
2046292135255916602,Tue Apr 21 02:07:50 +0000 2026,0,@ldsabuse President Oak's son-in-law and D. Todd's brother are much bigger problems for the Church than any trademark dispute over the color blue.,2046410550481977549,,ldsabuse,en,,0,0,0,https://x.com/undefined/status/2046410550481977549,348664508,
2046291484576788652,Tue Apr 21 02:07:50 +0000 2026,0,@LunaThefemboyca The difference is that the subject of his dead brother is very real. The lolis from Blue Archive are very fictional.,2046410549081133259,,Failed_Kings,en,,0,0,0,https://x.com/undefined/status/2046410549081133259,465842925,
2046388522509033579,Tue Apr 21 02:07:47 +0000 2026,0,@BlakeBillingsl4 @crazyunclelou Uncle Lou pays for a blue checkmark he's just spouting nonsense and arguing just to argue to get that engagement up,2046410539237081591,,BlakeBillingsl4,en,,0,0,0,https://x.com/undefined/status/2046410539237081591,1163626878948839424,
2046383860888330584,Tue Apr 21 02:07:46 +0000 2026,0,@certifiedthemb0 @Why_Envyyy Make it per teammate color (orange blue green),2046410536334569757,,certifiedthemb0,en,,0,0,0,https://x.com/undefined/status/2046410536334569757,1103410071747416066,
2046410534904266865,Tue Apr 21 02:07:46 +0000 2026,0,Something tells me running your campaign on pro-life values in what is set to be at least a decently blue midterm is not the most politically smart idea,2046410534904266865,,,en,,0,0,0,https://x.com/undefined/status/2046410534904266865,1083528651600265218,
2046365962610393559,Tue Apr 21 02:07:45 +0000 2026,0,@DromasGamerHD 1250 real (in PTBR) Just to pay for the tire and maintenance on my motorcycle + fine because I had to change the tires out of the blue (the front one punctured and the police stopped me on the back one but it wasn't bald...anyway long story) But even 900 would help a lot,2046410529019666562,,DromasGamerHD,en,,0,0,0,https://x.com/undefined/status/2046410529019666562,1916922522899275776,
2046343399109022124,Tue Apr 21 02:07:41 +0000 2026,0,@oelma__ Blue hair is the 1st red flag.,2046410514578960793,,oelma__,en,,0,0,0,https://x.com/undefined/status/2046410514578960793,1523098885647872000,
2045860726917779605,Tue Apr 21 02:07:38 +0000 2026,0,@VinnysCorner1 Bonnie blue,2046410500821733443,,VinnysCorner1,fr,,0,0,0,https://x.com/undefined/status/2046410500821733443,1948828308529111040,
2045995076258549771,Tue Apr 21 02:07:30 +0000 2026,0,@ECOilersGal I m loving the blue collar with the autograph ,2046410468143812861,,ECOilersGal,en,,0,0,0,https://x.com/undefined/status/2046410468143812861,65267536,
2046408640395943943,Tue Apr 21 02:07:30 +0000 2026,1,@fzzypckles UGH THAT HAPPENED TO MY RED MII WHEN HE HAD A CRUSH ON BLUE thankfully it only took him ten minutes for him to fall in love again and now it s a mutual crush on both sides :3,2046410465857659135,,fzzypckles,en,,0,1,0,https://x.com/undefined/status/2046410465857659135,1525297490735640576,
2046233876041757076,Tue Apr 21 02:07:29 +0000 2026,0,@AnasAbdin Blue origin races to Mars https://t.co/B2Hqp40SG2,2046410461902434543,https://pbs.twimg.com/tweet_video_thumb/HGZPd02asAAFB6f.jpg,AnasAbdin,en,,0,0,0,https://x.com/undefined/status/2046410461902434543,1602957658721484800,
2046356079278272661,Tue Apr 21 02:07:28 +0000 2026,0,@bluesky You mean people that can not think for themselves? And can not do their own research? That do not have more than two brain cells to rub together? Yes please go to blue whatever.,2046410458576413084,,bluesky,en,,0,0,0,https://x.com/undefined/status/2046410458576413084,1849264503763980288,
2046410453216104548,Tue Apr 21 02:07:27 +0000 2026,0,And I guess I'll just miss her Even though she isn't even really gone But things are just different Ever since she cut her blue hair off https://t.co/nBrtH5B3dx,2046410453216104548,https://pbs.twimg.com/tweet_video_thumb/HGZPdShaYAAZdAl.jpg,,en,,0,0,0,https://x.com/undefined/status/2046410453216104548,1698742342323187712,
2046405939796771253,Tue Apr 21 02:07:26 +0000 2026,0,@twitandrewking the blue mayo is garlic,2046410449214648708,,twitandrewking,en,,0,0,0,https://x.com/undefined/status/2046410449214648708,273247546,
2046410441790792114,Tue Apr 21 02:07:24 +0000 2026,0,omg anddddd a blue calypso,2046410441790792114,,,en,,0,0,0,https://x.com/undefined/status/2046410441790792114,1321182759856033795,
2046401432015036445,Tue Apr 21 02:07:21 +0000 2026,0,@McFaul I wouldn't believe Trump if he said the sky is blue. I'd have to go outside to see for myself take a picture and get three witnesses to verify my findings. (Damn those pesky chemtrails!) https://t.co/nrrr8XyMsp,2046410430071898488,https://pbs.twimg.com/media/HGZPF0gaIAAgRcp.jpg,McFaul,en,,0,0,0,https://x.com/undefined/status/2046410430071898488,967817115184091137,
2046410428969082934,Tue Apr 21 02:07:21 +0000 2026,0,Like and arrow in the blue sky,2046410428969082934,,,en,,0,0,0,https://x.com/undefined/status/2046410428969082934,1762980783780966400,
2046406561447444859,Tue Apr 21 02:06:52 +0000 2026,0,@prachisharma69 Very lovely morning beauty looks with sky blue beauty looks ,2046410309443994021,,prachisharma69,en,,0,0,0,https://x.com/undefined/status/2046410309443994021,4896059748,
2046410295279554672,Tue Apr 21 02:06:49 +0000 2026,0,melissa o neil in those blue jeans ,2046410295279554672,,,en,,0,0,0,https://x.com/undefined/status/2046410295279554672,1037784220884758530,
2046230945938944437,Tue Apr 21 02:06:49 +0000 2026,0,@freeholdpod @JThiel Red pill is from learning the truth about the Matrix so it is about learning the truth. If they're not interested &amp; want to continue the illusion that would be the blue pill.,2046410294021517510,,freeholdpod,en,,0,0,0,https://x.com/undefined/status/2046410294021517510,1785288673497640960,
2046061865608904856,Tue Apr 21 02:06:45 +0000 2026,0,@DillonPorterfi2 @OldDominionDem &gt; Got it twisted. I support electoral representation and I don t give a fuck what happens in Texas or any blue gerrymandered states for that matter. You support Donald Trump who organized this fiasco. You are a hypocrite.,2046410278582046982,,DillonPorterfi2,en,,0,1,0,https://x.com/undefined/status/2046410278582046982,2010242441488764929,
2046357247882571799,Tue Apr 21 02:06:41 +0000 2026,0,@SheyHanta You are doing good and this is just an easy fix too. If I were you used color erase pencils use blue and red to help see which leg is what so that you are able to see the difference.,2046410259728851021,,SheyHanta,en,,0,0,0,https://x.com/undefined/status/2046410259728851021,1011417206817677312,
2046356079278272661,Tue Apr 21 02:06:39 +0000 2026,0,@bluesky Keep your masks triple boosted blue hair and nose ring out of here - fagatrons,2046410253672083932,,bluesky,en,,0,0,0,https://x.com/undefined/status/2046410253672083932,1770923451617820672,
2045934006416416958,Tue Apr 21 02:06:39 +0000 2026,0,@DogWalksMe @ScottPresler Fort Bend County is blue thanks to all of the foreigners!,2046410252694794389,,DogWalksMe,en,,0,0,0,https://x.com/undefined/status/2046410252694794389,1858671608421838848,
2046409881251418448,Tue Apr 21 02:06:38 +0000 2026,0,La 3ra temporada del anime Grand Blue se estrenará en julio del año 2026,2046410249737765214,,pokeanimegirls,es,,0,0,0,https://x.com/undefined/status/2046410249737765214,1510126425147424769,
2046384642484514821,Tue Apr 21 02:06:38 +0000 2026,0,@RudyGiuliani Project Blue Beam.,2046410247947128893,,RudyGiuliani,en,,0,0,0,https://x.com/undefined/status/2046410247947128893,1286088114499280896,
2046406854373528018,Tue Apr 21 02:06:35 +0000 2026,1,@LaterJurassic @feraluniverse @roguecats7 Yes!! I like her already. The white ish sauce is the garlic mayo and the the blue Jay droppings blue stuff is the cotton candy part. Gross. Immediately no. ️,2046410236831957199,,LaterJurassic,en,,0,0,0,https://x.com/undefined/status/2046410236831957199,14287919,
