"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"2047906439255982592","Sun Apr 26 10:12:58 +0000 2026","0","@lenirtpls @oliveegger if I'm doing game theory its by accident. you're asking me to trust humanity to vote more than 50% blue but I already lived through brexit","2048344576683819080","","lenirtpls","en","","0","0","0","https://x.com/undefined/status/2048344576683819080","274432575",
"2048344549479567857","Sun Apr 26 10:12:51 +0000 2026","0","I am confused why the red button pressers quote game theory to justify their choice. Pressing the red button is basic survival logic: If I press red I don't die. It is the blue button that requires game theoretical justification to be pressed","2048344549479567857","","","en","","0","0","0","https://x.com/undefined/status/2048344549479567857","2709590021",
"2048297297403081100","Sun Apr 26 10:12:50 +0000 2026","0","@FryWipes Utopia *huge gap* WDTY Blue Lips *huge gap* IAD","2048344544857768310","","FryWipes","cy","","0","0","0","https://x.com/undefined/status/2048344544857768310","1837619645651865603",
"2048127217335431169","Sun Apr 26 10:12:48 +0000 2026","0","@DaveShapi @CarlWhi99454847 red button people are sociopaths? lol no blue button people believe that people are inherently good they're wrong and will die push red","2048344538331123976","","DaveShapi","en","","0","0","0","https://x.com/undefined/status/2048344538331123976","1124776551952809990",
"2048274767858245684","Sun Apr 26 10:12:48 +0000 2026","0","@RealDeanCain I'm a big blue eyed Welsh/Irish descended American and I've always approached to vote with my ID in hand long before this was even an issue. Nothing will change for me and won't for any American.","2048344537211207800","","RealDeanCain","en","","0","0","0","https://x.com/undefined/status/2048344537211207800","1751067648098492416",
"2048009145425563939","Sun Apr 26 10:12:41 +0000 2026","0","@DellAnnaLuca It s the exact opposite. Tell others to press blue everyone survives. Tell others to press red everyone who pressed red dies. I have no idea why you felt like you could reframe the problem in whatever false manner you like.","2048344507985317905","","DellAnnaLuca","en","","0","0","0","https://x.com/undefined/status/2048344507985317905","1863654208064430080",
"2048106483636707351","Sun Apr 26 10:12:39 +0000 2026","0","@leonhart_1993 @ShafronTom Yeah but you don't die in response to pressing the blue button. Nothing happens in response to pressing it. The thing happening is happening because people chose to press the red one.","2048344499638735165","","leonhart_1993","en","","0","0","0","https://x.com/undefined/status/2048344499638735165","1578072260413472773",
"2048344498657513698","Sun Apr 26 10:12:39 +0000 2026","0","When life is blue put on gorgeous burlesque lingerie and remember how beautiful you are On camera silk heels confidence. Off camera silence exhaustion tears. These photos were taken during one of the most beautiful shoots I've done. But... https://t.co/Q51pp7qaHD","2048344498657513698","https://pbs.twimg.com/media/HG0ubTrbYAAaQ_V.jpg","","en","","0","0","0","https://x.com/undefined/status/2048344498657513698","2029542183200788480",
"2048341608894972178","Sun Apr 26 10:12:39 +0000 2026","0","@Aldred999 Blue for me too","2048344497969381438","","Aldred999","en","","0","0","0","https://x.com/undefined/status/2048344497969381438","1516992030139985921",
"2048344495784140965","Sun Apr 26 10:12:38 +0000 2026","0","Blue is the colour football is the game We're all together and winning is our aim So cheer us on through the sun and rain Cause Afc Afc is our name Here at Nyayo Stadia whether rain or Sun. We can shine all the time Home or away ","2048344495784140965","","","en","","0","0","0","https://x.com/undefined/status/2048344495784140965","776521498974707712",
